Paragraph_ID,EN_Text,CN_Original,CN_Revised,Reason,Glossary_Source
312,N/A (Chinese Line),正确答案是 (D)。在回答这类问题时，一定要先看字母。只有当两个选项的字母相同时，加号或减号才会起作用，如陈述 I 和 III。最高级别的选择是 AA，接着是 A+（因为它高于 A–），而 A– 又高于 BBB+。,正确答案是 （D）。在回答这类问题时，一定要先看字母。只有当两个选项的字母相同时，加号或减号才会起作用，如陈述 I 和 III。最高级别的选择是 AA，接着是 A+（因为它高于 A–），而 A– 又高于 BBB+。,Punctuation/Format,术语对照表.md
318,N/A (Chinese Line),您在 SIE 考试中的任务是了解哪些债券对投资者更好，以及债券何时可能被赎回 (call) 或回售 (put)。如您所知，债券可以以可赎回和可回售的形式发行：,您在 SIE 考试中的任务是了解哪些债券对投资者更好，以及债券何时可能被赎回 （call） 或回售 （put）。如您所知，债券可以以可赎回和可回售的形式发行：,Punctuation/Format,术语对照表.md
321,N/A (Chinese Line),*   **可赎回债券 (Callable bonds)：** 可赎回债券是指发行人有权按照契约（信托契约）规定的价格回购（从投资者处赎回）的债券。所有可赎回债券必须包含**赎回条款**，其中规定了**赎回日期**（债券可以被赎回的最早日期）和**赎回价格**（如果债券被赎回，投资者将收到的价格）。对投资者来说，可赎回债券风险更高，因为投资者无法控制持有债券的时间长短。为了补偿这种风险，他们通常获得更高的票面利率（风险越高 = 回报越高）。,*   **可赎回债券 （Callable bonds）：** 可赎回债券是指发行人有权按照契约（信托契约）规定的价格回购（从投资者处赎回）的债券。所有可赎回债券必须包含**赎回条款**，其中规定了**赎回日期**（债券可以被赎回的最早日期）和**赎回价格**（如果债券被赎回，投资者将收到的价格）。对投资者来说，可赎回债券风险更高，因为投资者无法控制持有债券的时间长短。为了补偿这种风险，他们通常获得更高的票面利率（风险越高 = 回报越高）。,Punctuation/Format,术语对照表.md
324,N/A (Chinese Line),大多数可赎回债券在发行时都带有**赎回保护期 (call protection)**。赎回保护期是发行人在赎回债券前必须等待的时间长度（通常为数年，例如发行后的前五年）。某些可转换债券还设有**赎回溢价 (call premium)**，即如果发行人在赎回保护期到期后的最初几年内赎回债券，必须支付的高于面值的金额。,大多数可赎回债券在发行时都带有**赎回保护期 （call protection）**。赎回保护期是发行人在赎回债券前必须等待的时间长度（通常为数年，例如发行后的前五年）。某些可转换债券还设有**赎回溢价 （call premium）**，即如果发行人在赎回保护期到期后的最初几年内赎回债券，必须支付的高于面值的金额。,Punctuation/Format,术语对照表.md
327,N/A (Chinese Line),如果包含**全额补偿赎回条款 (make whole call provision)**，则允许发行人赎回债券，前提是发行人向投资者支付一笔总额，该数额不仅包括债券本身的偿付，还包括投资者因赎回而错失的所有未来利息支付的现值。,如果包含**全额补偿赎回条款 （make whole call provision）**，则允许发行人赎回债券，前提是发行人向投资者支付一笔总额，该数额不仅包括债券本身的偿付，还包括投资者因赎回而错失的所有未来利息支付的现值。,Punctuation/Format,术语对照表.md
330,N/A (Chinese Line),另一种可赎回的债券是**阶梯利率债券 (step coupon bond)**。也称为递增利率证券，此类债券通常以较低的票面利率开始，但票面利率会按预定间隔（如每五年）增加。发行人通常有权在利率即将调高的那一刻，按面值赎回债券。,另一种可赎回的债券是**阶梯利率债券 （step coupon bond）**。也称为递增利率证券，此类债券通常以较低的票面利率开始，但票面利率会按预定间隔（如每五年）增加。发行人通常有权在利率即将调高的那一刻，按面值赎回债券。,Punctuation/Format,术语对照表.md
333,N/A (Chinese Line),*   **可回售债券 (Put bonds)：** 可回售债券对投资者更有利。此类债券允许投资者在任何时候，按照契约规定的价格将债券“回售”（赎回）给发行人。由于控制权掌握在投资者手中，可回售债券（当然）很少发行。因为这些债券为投资者（对债券和股票价格都有兴趣）提供了更多灵活性，所以通常具有较低的票面利率。,*   **可回售债券 （Put bonds）：** 可回售债券对投资者更有利。此类债券允许投资者在任何时候，按照契约规定的价格将债券“回售”（赎回）给发行人。由于控制权掌握在投资者手中，可回售债券（当然）很少发行。因为这些债券为投资者（对债券和股票价格都有兴趣）提供了更多灵活性，所以通常具有较低的票面利率。,Punctuation/Format,术语对照表.md
347,N/A (Chinese Line),(A) 上升 (B) 下降 (C) 保持不变 (D) 波动,（A） 上升 （B） 下降 （C） 保持不变 （D） 波动,Punctuation/Format,术语对照表.md
348,N/A (Chinese Line),正确答案是 (B)。在参加 SIE 考试时，灵活变通肯定大有裨益。在这个问题中，您必须站在发行人而非投资者的角度来看待。当利率下降时，发行人会赎回债券，因为它可以通过赎回支付高利息的债券，并发行支付低利息的新债券来节省资金。相反，当利率上升时，投资者会将债券回售给发行人，以便他们可以以更高的利率进行投资。,正确答案是 （B）。在参加 SIE 考试时，灵活变通肯定大有裨益。在这个问题中，您必须站在发行人而非投资者的角度来看待。当利率下降时，发行人会赎回债券，因为它可以通过赎回支付高利息的债券，并发行支付低利息的新债券来节省资金。相反，当利率上升时，投资者会将债券回售给发行人，以便他们可以以更高的利率进行投资。,Punctuation/Format,术语对照表.md
359,N/A (Chinese Line),"可转换为普通股的债券被称为**可转换债券 (convertible bonds)**。可转换债券对投资者很有吸引力，因为投资者不仅对债券价格感兴趣，也对标的股票价格感兴趣。当可转换债券及其标的股票（可转换成的股票）的交易价值相等时，就出现了**等价 (parity)**（即一张交易价格为 1,100 美元的债券可以转换为价值 1,100 美元的股票）。","可转换为普通股的债券被称为**可转换债券 （convertible bonds）**。可转换债券对投资者很有吸引力，因为投资者不仅对债券价格感兴趣，也对标的股票价格感兴趣。当可转换债券及其标的股票（可转换成的股票）的交易价值相等时，就出现了**等价 （parity）**（即一张交易价格为 1,100 美元的债券可以转换为价值 1,100 美元的股票）。",Punctuation/Format,术语对照表.md
391,N/A (Chinese Line),正确答案是 (D)。当您遇到等价价格的问题时，您必须确定股票和债券（或可转换优先股）在何处交易价值相等。在本例中，已经给出了转换比例，即该债券可转换成的股份数量 (25)。因此，利用这些信息，您可以将给出的数据代入以下等式：,正确答案是 （D）。当您遇到等价价格的问题时，您必须确定股票和债券（或可转换优先股）在何处交易价值相等。在本例中，已经给出了转换比例，即该债券可转换成的股份数量 （25）。因此，利用这些信息，您可以将给出的数据代入以下等式：,Punctuation/Format,术语对照表.md
423,N/A (Chinese Line),| Security (证券) | Initial Maturity (初始期限) | Characteristics (特征) |,| Security （证券） | Initial Maturity （初始期限） | Characteristics （特征） |,Punctuation/Format,术语对照表.md
425,N/A (Chinese Line),"| **Treasury bills (T-bills) (短期国库券)** | 4, 8, 13, 17, 26, or 52 weeks; considered to be short-term U.S. debt securities (4, 8, 13, 17, 26 或 52 周；被视为短期美国债务证券) | Issued at a discount and mature at par. The difference between the purchase price and par is considered to be interest, even though no interest payments were made. Minimum purchase is $100. (折价发行，到期按面值兑付。尽管没有支付利息，但购买价与面值之间的差额被视为利息。最低购买金额为 100 美元。) |","| **Treasury bills （T-bills） （短期国库券）** | 4, 8, 13, 17, 26, or 52 weeks； considered to be short-term U.S. debt securities （4, 8, 13, 17, 26 或 52 周；被视为短期美国债务证券） | Issued at a discount and mature at par. The difference between the purchase price and par is considered to be interest， even though no interest payments were made. Minimum purchase is $100. （折价发行，到期按面值兑付。尽管没有支付利息，但购买价与面值之间的差额被视为利息。最低购买金额为 100 美元。） |",Punctuation/Format,术语对照表.md
426,N/A (Chinese Line),"| **Treasury notes (T-notes) (中期国库票据)** | 2, 3, 5, 7, or 10 years; considered to be intermediate-term U.S. debt securities (2, 3, 5, 7 或 10 年；被视为中期美国债务证券) | Pay interest every 6 months. Minimum purchase is $100. (每 6 个月支付一次利息。最低购买金额为 100 美元。) |","| **Treasury notes （T-notes） （中期国库票据）** | 2, 3, 5, 7, or 10 years； considered to be intermediate-term U.S. debt securities （2, 3, 5, 7 或 10 年；被视为中期美国债务证券） | Pay interest every 6 months. Minimum purchase is $100. （每 6 个月支付一次利息。最低购买金额为 100 美元。） |",Punctuation/Format,术语对照表.md
427,N/A (Chinese Line),| **Treasury bonds (T-bonds) (长期国债)** | 20 or 30 years; considered to be long-term U.S. debt securities (20 或 30 年；被视为长期美国债务证券) | Pay interest every 6 months. Minimum purchase is $100. (每 6 个月支付一次利息。最低购买金额为 100 美元。) |,| **Treasury bonds （T-bonds） （长期国债）** | 20 or 30 years； considered to be long-term U.S. debt securities （20 或 30 年；被视为长期美国债务证券） | Pay interest every 6 months. Minimum purchase is $100. （每 6 个月支付一次利息。最低购买金额为 100 美元。） |,Punctuation/Format,术语对照表.md
428,N/A (Chinese Line),| **T-STRIPS (零息国债)** | 6 months to 30 years (6 个月到 30 年) | Considered to be zero-coupon securities (issued at a discount and mature at par) and don't receive interest payments. Purchase price varies. The minimum face value must be $100. (被视为零息证券（折价发行，到期按面值兑付），不接收利息支付。购买价格各异。最低面值必须为 100 美元。) |,| **T-STRIPS （零息国债）** | 6 months to 30 years （6 个月到 30 年） | Considered to be zero-coupon securities （issued at a discount and mature at par） and don't receive interest payments. Purchase price varies. The minimum face value must be $100. （被视为零息证券（折价发行，到期按面值兑付），不接收利息支付。购买价格各异。最低面值必须为 100 美元。） |,Punctuation/Format,术语对照表.md
429,N/A (Chinese Line),"| **TIPS\* (通胀保护证券)** | 5, 10, or 30 years (5, 10 或 30 年) | Pay interest every 6 months. Par value and interest payments adjust according to inflation or deflation. Minimum purchase is $100. (每 6 个月支付一次利息。面值和利息支付根据通货膨胀或通货紧缩进行调整。最低购买金额为 100 美元。) |","| **TIPS\* （通胀保护证券）** | 5, 10, or 30 years （5, 10 或 30 年） | Pay interest every 6 months. Par value and interest payments adjust according to inflation or deflation. Minimum purchase is $100. （每 6 个月支付一次利息。面值和利息支付根据通货膨胀或通货紧缩进行调整。最低购买金额为 100 美元。） |",Punctuation/Format,术语对照表.md
432,N/A (Chinese Line),*\*TIPS 与衡量通货膨胀的消费者价格指数 (CPI) 挂钩。面值根据通货膨胀而变化。如果通胀高（商品和服务价格上涨），面值就会增加。如果我们处于通缩时期（商品和服务价格下降），面值就会减少。由于投资者获得面值的一定百分比作为利息，利息支付会随着面值的变化而变化。*,*\*TIPS 与衡量通货膨胀的消费者价格指数 （CPI） 挂钩。面值根据通货膨胀而变化。如果通胀高（商品和服务价格上涨），面值就会增加。如果我们处于通缩时期（商品和服务价格下降），面值就会减少。由于投资者获得面值的一定百分比作为利息，利息支付会随着面值的变化而变化。*,Punctuation/Format,术语对照表.md
443,N/A (Chinese Line),**机构债券 (Agency bonds)** 是由美国政府赞助的机构或政府赞助实体 (GSE) 发行的。这些债券由美国政府支持，但并不是所有债券都由美国政府的完全信誉担保，除了**政府全国抵押贷款协会 (GNMA，又称 Ginnie Mae)** 债券，它们是直接担保的。因此，机构债券（虽然几乎同样安全）被认为比长期国债、中期国库票据和短期国库券风险更高。并非所有的美国政府机构证券都免于 SEC 注册。GSE 包括以下几种：,**机构债券 （Agency bonds）** 是由美国政府赞助的机构或政府赞助实体 （GSE） 发行的。这些债券由美国政府支持，但并不是所有债券都由美国政府的完全信誉担保，除了**政府全国抵押贷款协会 （GNMA，又称 Ginnie Mae）** 债券，它们是直接担保的。因此，机构债券（虽然几乎同样安全）被认为比长期国债、中期国库票据和短期国库券风险更高。并非所有的美国政府机构证券都免于 SEC 注册。GSE 包括以下几种：,Punctuation/Format,术语对照表.md
446,N/A (Chinese Line),*   **GNMA（政府全国抵押贷款协会，或称 Ginnie Mae）：** GNMAs 是唯一由美国政府完全信誉担保的机构证券。GNMAs 支持美国住房和城市发展部 (HUD)。GNMAs 被视为**资产证券化产品 (asset-backed securities)**（由抵押贷款支持），通常根据其**平均预期寿命**而非规定寿命（通常为 30 年）进行销售。尽管许多人拥有 30 年期的抵押贷款，但基于再融资和人们出售房屋的情况，平均寿命可能仅为 17 年左右。,*   **GNMA（政府全国抵押贷款协会，或称 Ginnie Mae）：** GNMAs 是唯一由美国政府完全信誉担保的机构证券。GNMAs 支持美国住房和城市发展部 （HUD）。GNMAs 被视为**资产证券化产品 （asset-backed securities）**（由抵押贷款支持），通常根据其**平均预期寿命**而非规定寿命（通常为 30 年）进行销售。尽管许多人拥有 30 年期的抵押贷款，但基于再融资和人们出售房屋的情况，平均寿命可能仅为 17 年左右。,Punctuation/Format,术语对照表.md
450,N/A (Chinese Line),*   **FHLMC（联邦住房贷款抵押公司，或称 Freddie Mac）：** 作为一个公众持股公司，房地美旨在建立抵押贷款的二级市场。房地美从金融机构购买住宅抵押贷款，并将其打包成抵押贷款支持证券 (MBS) 出售给投资者。,*   **FHLMC（联邦住房贷款抵押公司，或称 Freddie Mac）：** 作为一个公众持股公司，房地美旨在建立抵押贷款的二级市场。房地美从金融机构购买住宅抵押贷款，并将其打包成抵押贷款支持证券 （MBS） 出售给投资者。,Punctuation/Format,术语对照表.md
459,N/A (Chinese Line),某些抵押贷款支持证券 (MBS) 容易受到**再投资风险**的影响，因为当利率下降时，许多房主会进行再融资（**提前还款风险**）。在这种情况下，MBS 持有人收回资金的时间比预期的早，并且只能以较低的利率进行再投资。此外，如果利率保持不变或上升，房主就不会那么频繁地进行再融资，MBS 持有人最终可能不得不持有投资比预期更长的时间（**展期风险**）。,某些抵押贷款支持证券 （MBS） 容易受到**再投资风险**的影响，因为当利率下降时，许多房主会进行再融资（**提前还款风险**）。在这种情况下，MBS 持有人收回资金的时间比预期的早，并且只能以较低的利率进行再投资。此外，如果利率保持不变或上升，房主就不会那么频繁地进行再融资，MBS 持有人最终可能不得不持有投资比预期更长的时间（**展期风险**）。,Punctuation/Format,术语对照表.md
467,N/A (Chinese Line),您的 SIE 考试很可能会包含一两个关于货币市场工具的问题。**货币市场工具 (money market instruments)** 是相对安全的短期贷款，可以由公司、银行、美国政府和市政府发行。这些工具的大多数期限为一年或以下；它们通常折价发行，到期时按面值兑付。以下列表回顾了货币市场工具的一些基本特征，帮助您在 SIE 考试中轻松拿分：,您的 SIE 考试很可能会包含一两个关于货币市场工具的问题。**货币市场工具 （money market instruments）** 是相对安全的短期贷款，可以由公司、银行、美国政府和市政府发行。这些工具的大多数期限为一年或以下；它们通常折价发行，到期时按面值兑付。以下列表回顾了货币市场工具的一些基本特征，帮助您在 SIE 考试中轻松拿分：,Punctuation/Format,术语对照表.md
470,N/A (Chinese Line),*   **回购协议 (Repurchase agreements / Repos)：** 回购协议是买方和卖方之间的合同。证券（通常是短期国库券）的卖方同意在预先确定的价格和时间买回这些证券。回购协议属于短期贷款。,*   **回购协议 （Repurchase agreements / Repos）：** 回购协议是买方和卖方之间的合同。证券（通常是短期国库券）的卖方同意在预先确定的价格和时间买回这些证券。回购协议属于短期贷款。,Punctuation/Format,术语对照表.md
472,N/A (Chinese Line),*   **联邦基金 (Federal funds)：** 联邦基金是银行之间的贷款，旨在帮助满足准备金要求。联邦基金通常是隔夜贷款，其利率根据供求关系不断变化。,*   **联邦基金 （Federal funds）：** 联邦基金是银行之间的贷款，旨在帮助满足准备金要求。联邦基金通常是隔夜贷款，其利率根据供求关系不断变化。,Punctuation/Format,术语对照表.md
477,N/A (Chinese Line),**准备金要求 (reserve requirements)** 是成员银行每晚必须持有的存款百分比，作为一种监管保护手段。无法满足准备金要求的银行可以按**联邦基金利率 (fed funds rate)** 向其他银行借款。有关联邦基金利率和美联储用于影响货币供应的其他工具的更多信息，请参阅第 13 章。,**准备金要求 （reserve requirements）** 是成员银行每晚必须持有的存款百分比，作为一种监管保护手段。无法满足准备金要求的银行可以按**联邦基金利率 （fed funds rate）** 向其他银行借款。有关联邦基金利率和美联储用于影响货币供应的其他工具的更多信息，请参阅第 13 章。,Punctuation/Format,术语对照表.md
480,N/A (Chinese Line),*   **公司商业票据 (Commercial paper)：** 商业票据是无担保的短期公司债务。商业票据折价发行，按面值到期。商业票据发行的初始期限为 270 天或以下，且免于 SEC 注册。,*   **公司商业票据 （Commercial paper）：** 商业票据是无担保的短期公司债务。商业票据折价发行，按面值到期。商业票据发行的初始期限为 270 天或以下，且免于 SEC 注册。,Punctuation/Format,术语对照表.md
482,N/A (Chinese Line),*   **经纪商（可转让）存单 (Brokered CDs)：** 经纪商存单是源自银行并外包给经纪自营商向投资者出售的低风险投资。与直接从银行购买的典型存单不同，经纪商存单可以在市场上交易。需要最低 10 万美元投资额的可转让存单通常被称为**巨额存单 (jumbo CDs)**。,*   **经纪商（可转让）存单 （Brokered CDs）：** 经纪商存单是源自银行并外包给经纪自营商向投资者出售的低风险投资。与直接从银行购买的典型存单不同，经纪商存单可以在市场上交易。需要最低 10 万美元投资额的可转让存单通常被称为**巨额存单 （jumbo CDs）**。,Punctuation/Format,术语对照表.md
484,N/A (Chinese Line),*   **欧洲美元 (Eurodollars)：** 欧洲美元是存放在美国境外外国银行的美元。这种情况通常是向海外公司付款的结果。欧洲美元不应与欧洲美元债券（在海外发行和持有的以美元计价的债券）混淆。,*   **欧洲美元 （Eurodollars）：** 欧洲美元是存放在美国境外外国银行的美元。这种情况通常是向海外公司付款的结果。欧洲美元不应与欧洲美元债券（在海外发行和持有的以美元计价的债券）混淆。,Punctuation/Format,术语对照表.md
486,N/A (Chinese Line),*   **银行承兑汇票 (Banker's acceptances / BAs)：** BA 是由公司创建并由银行保证支付的定期汇票（短期信贷投资）。公司使用 BA 进行进出口贸易。,*   **银行承兑汇票 （Banker's acceptances / BAs）：** BA 是由公司创建并由银行保证支付的定期汇票（短期信贷投资）。公司使用 BA 进行进出口贸易。,Punctuation/Format,术语对照表.md
488,N/A (Chinese Line),*   **短期国库券 (T-bills)：** 美国政府折价发行短期国库券，其初始期限为 4、8、13、17、26 或 52 周。短期国库券比较独特，因为它们是按贴现收益率 (YTM) 销售和报价的。美国政府证券——尤其是短期国库券——被认为是所有证券中最安全的。,*   **短期国库券 （T-bills）：** 美国政府折价发行短期国库券，其初始期限为 4、8、13、17、26 或 52 周。短期国库券比较独特，因为它们是按贴现收益率 （YTM） 销售和报价的。美国政府证券——尤其是短期国库券——被认为是所有证券中最安全的。,Punctuation/Format,术语对照表.md
497,N/A (Chinese Line),(A) 短期国库券 (B) 抵押信托债券 (C) 回购协议 (D) 银行承兑汇票,（A） 短期国库券 （B） 抵押信托债券 （C） 回购协议 （D） 银行承兑汇票,Punctuation/Format,术语对照表.md
498,N/A (Chinese Line),正确答案是 (D)。您可以立即排除 (B)，因为抵押信托债券不是货币市场工具；它们是有担保的长期债券。BA 就像一张专门用于进出口贸易的远期支票。,正确答案是 （D）。您可以立即排除 （B），因为抵押信托债券不是货币市场工具；它们是有担保的长期债券。BA 就像一张专门用于进出口贸易的远期支票。,Punctuation/Format,术语对照表.md
503,N/A (Chinese Line),词汇联想法在这里很有帮助。如果您在题目中看到“进口 (importing)”、“出口 (exporting)”或“定期汇票 (time-draft)”，答案很可能是 BA。,词汇联想法在这里很有帮助。如果您在题目中看到“进口 （importing）”、“出口 （exporting）”或“定期汇票 （time-draft）”，答案很可能是 BA。,Punctuation/Format,术语对照表.md
