Paragraph_ID,EN_Text,CN_Original,CN_Revised,Reason,Glossary_Source
399,N/A (Chinese Line),与其他证券一样，经纪自营商发布的所有投资公司广告必须经公司的**注册主管 (registered principal)** 批准。,与其他证券一样，经纪自营商发布的所有投资公司广告必须经公司的**注册主管 （registered principal）** 批准。,Punctuation/Format,术语对照表.md
423,N/A (Chinese Line),"由于固定年金的相关给付保持不变，它们面临**购买力风险 (purchasing power risk)**（即投资跟不上通货膨胀的风险）。在 20 世纪 70 年代，每月领取 1,000 美元给付的投资者或许还能生存；然而，这笔钱在今天甚至可能负担不起您的每月杂货账单。","由于固定年金的相关给付保持不变，它们面临**购买力风险 （purchasing power risk）**（即投资跟不上通货膨胀的风险）。在 20 世纪 70 年代，每月领取 1,000 美元给付的投资者或许还能生存；然而，这笔钱在今天甚至可能负担不起您的每月杂货账单。",Punctuation/Format,术语对照表.md
432,N/A (Chinese Line),投资者存入的资金存放在一个**独立账户 (separate account)** 中（与保险公司的其他业务分开），因为这些资金的投资方式不同。独立账户投资于普通股、债券、共同基金等证券，希望能使投资跟上或超过通货膨胀率。,投资者存入的资金存放在一个**独立账户 （separate account）** 中（与保险公司的其他业务分开），因为这些资金的投资方式不同。独立账户投资于普通股、债券、共同基金等证券，希望能使投资跟上或超过通货膨胀率。,Punctuation/Format,术语对照表.md
435,N/A (Chinese Line),**假设利率 (AIR)** 是对变动年金合同存续期内独立账户中证券表现的预测。如果假设利率为 4%，且独立账户中证券的表现等于 4%，则投资者收到预期的给付。然而，如果证券表现**优于 AIR**，投资者收到的**给付会高于预期**。不幸的是，如果独立账户中持有的证券表现**低于 AIR**，投资者收到的**给付会低于预期**。,**假设利率 （AIR）** 是对变动年金合同存续期内独立账户中证券表现的预测。如果假设利率为 4%，且独立账户中证券的表现等于 4%，则投资者收到预期的给付。然而，如果证券表现**优于 AIR**，投资者收到的**给付会高于预期**。不幸的是，如果独立账户中持有的证券表现**低于 AIR**，投资者收到的**给付会低于预期**。,Punctuation/Format,术语对照表.md
449,N/A (Chinese Line),"向固定和变动年金的缴款都是由**税后资金**支付的，这意味着投资者不能在税收中扣除这些缴款。然而，固定和变动年金的投资收益都是在**税收递延 (tax-deferred)** 的基础上增长的。（在提取资金之前不会被征税。）如果一名投资者向变动年金投入了 80,000 美元，现在价值 120,000 美元，那么该投资者仅需对 40,000 美元的差额纳税，因为他们已经对投入的本金纳过税了。如果年金参加人在投入阶段死亡，大多数年金合同要求向其受益人支付**死亡给付 (death benefit)**。死亡给付通常是账户中所有资金或某个保证最低金额中的较大者。","向固定和变动年金的缴款都是由**税后资金**支付的，这意味着投资者不能在税收中扣除这些缴款。然而，固定和变动年金的投资收益都是在**税收递延 （tax-deferred）** 的基础上增长的。（在提取资金之前不会被征税。）如果一名投资者向变动年金投入了 80,000 美元，现在价值 120,000 美元，那么该投资者仅需对 40,000 美元的差额纳税，因为他们已经对投入的本金纳过税了。如果年金参加人在投入阶段死亡，大多数年金合同要求向其受益人支付**死亡给付 （death benefit）**。死亡给付通常是账户中所有资金或某个保证最低金额中的较大者。",Punctuation/Format,术语对照表.md
452,N/A (Chinese Line),注：在投入阶段，变动年金的投资者购买的是**累积单位 (accumulation units)**。您可以将累积单位想象成类似于共同基金的股份。,注：在投入阶段，变动年金的投资者购买的是**累积单位 （accumulation units）**。您可以将累积单位想象成类似于共同基金的股份。,Punctuation/Format,术语对照表.md
457,N/A (Chinese Line),"*   **Single payment deferred annuity:** An investor purchases the annuity with a lump-sum payment, and the payouts are delayed until some predetermined date. (一次性支付延期年金：投资者通过一次性缴款购买年金，给付延迟到某个预定日期开始。)",*   **Single payment deferred annuity：** An investor purchases the annuity with a lump-sum payment， and the payouts are delayed until some predetermined date. （一次性支付延期年金：投资者通过一次性缴款购买年金，给付延迟到某个预定日期开始。）,Punctuation/Format,术语对照表.md
458,N/A (Chinese Line),"*   **Periodic payment deferred annuity:** An investor makes periodic payments (usually monthly) into the annuity, and the payouts are delayed until some predetermined date; this is the most common type of annuity. (定期支付延期年金：投资者向年金进行定期缴款（通常是每月），给付延迟到某个预定日期开始；这是最常见的年金类型。)",*   **Periodic payment deferred annuity：** An investor makes periodic payments （usually monthly） into the annuity， and the payouts are delayed until some predetermined date； this is the most common type of annuity. （定期支付延期年金：投资者向年金进行定期缴款（通常是每月），给付延迟到某个预定日期开始；这是最常见的年金类型。）,Punctuation/Format,术语对照表.md
459,N/A (Chinese Line),"*   **Immediate annuity:** An investor purchases the annuity with a large sum, and the payouts begin right away or within a couple months. (即期年金：投资者投入一大笔资金购买年金，给付立即或在几个月内开始。)",*   **Immediate annuity：** An investor purchases the annuity with a large sum， and the payouts begin right away or within a couple months. （即期年金：投资者投入一大笔资金购买年金，给付立即或在几个月内开始。）,Punctuation/Format,术语对照表.md
464,N/A (Chinese Line),对于大多数投资者进行定期缴款的年金，如果年金参加人变得残疾或被限制在长期护理机构中，通常在投入阶段提供**保费豁免 (waiver of premium)**。,对于大多数投资者进行定期缴款的年金，如果年金参加人变得残疾或被限制在长期护理机构中，通常在投入阶段提供**保费豁免 （waiver of premium）**。,Punctuation/Format,术语对照表.md
473,N/A (Chinese Line),注：在变动年金的领取阶段（**年金阶段 annuity phase**），累积单位被转换为固定数量的**年金单位 (annuity units)**。投资者定期（通常是每月）收到固定数量的年金单位，但其价值是变动的，取决于独立账户中证券的表现。,注：在变动年金的领取阶段（**年金阶段 annuity phase**），累积单位被转换为固定数量的**年金单位 （annuity units）**。投资者定期（通常是每月）收到固定数量的年金单位，但其价值是变动的，取决于独立账户中证券的表现。,Punctuation/Format,术语对照表.md
483,N/A (Chinese Line),*   **联合生存年金 (Joint life with last survivor)：** 此选项保证对两个人的寿命进行给付。您可以想象，这种类型的年金通常是为配偶设立的。如果妻子先死，丈夫继续领取给付直到他去世。如果丈夫先死，他的妻子继续领取给付直到她去世。因为这种类型的年金覆盖了两个人的寿命，所以它的**给付额最低**。,*   **联合生存年金 （Joint life with last survivor）：** 此选项保证对两个人的寿命进行给付。您可以想象，这种类型的年金通常是为配偶设立的。如果妻子先死，丈夫继续领取给付直到他去世。如果丈夫先死，他的妻子继续领取给付直到她去世。因为这种类型的年金覆盖了两个人的寿命，所以它的**给付额最低**。,Punctuation/Format,术语对照表.md
488,N/A (Chinese Line),所有年金都具有**死亡率保证 (mortality guarantee)**。这项保证意味着只要投资者活着，他们就会收到给付，即使寿命超过了预期寿命。,所有年金都具有**死亡率保证 （mortality guarantee）**。这项保证意味着只要投资者活着，他们就会收到给付，即使寿命超过了预期寿命。,Punctuation/Format,术语对照表.md
510,N/A (Chinese Line),### 变动人寿保险 (Variable life),### 变动人寿保险 （Variable life）,Punctuation/Format,术语对照表.md
516,N/A (Chinese Line),### 变动万能寿险 (Variable universal life),### 变动万能寿险 （Variable universal life）,Punctuation/Format,术语对照表.md
524,N/A (Chinese Line),变动年金、变动人寿保险和变动万能寿险在考试中可能被统称为**变动合同 (variable contracts)**。,变动年金、变动人寿保险和变动万能寿险在考试中可能被统称为**变动合同 （variable contracts）**。,Punctuation/Format,术语对照表.md
